ID,Platform Name,Company Name,Job ID
1,comparably,api,5437873004
2,comparably,api,5437873004
3,AshbyHQ,sync.so,application
4,AshbyHQ,sync.so,application
5,comparably,api,5437873004
6,comparably,api,5437873004
7,AshbyHQ,sync.so,application
8,AshbyHQ,sync.so,application
